"Index ""RUA.Open"" ""RUA.High"" ""RUA.Low"" ""RUA.Close"" ""RUA.Volume"" ""RUA.Adjusted"""
1987-12-14 131.1 134.68 131.05 134.679993 0 134.679993
1987-12-15 134.68 136.38 134.48 135.270004 0 135.270004
1987-12-16 135.27 138.14 135.27 138.119995 0 138.119995
1987-12-17 138.14 138.43 136.02 136.029999 0 136.029999
1987-12-18 136.03 139.25 136.02 139.25 0 139.25
1987-12-21 139.25 139.77 138.93 139.619995 0 139.619995
1987-12-22 139.62 139.63 138.24 139.600006 0 139.600006
1987-12-23 139.6 141.39 139.6 141.369995 0 141.369995
1987-12-24 141.37 141.37 140.72 140.940002 0 140.940002
1987-12-28 140.94 140.94 136.93 137.589996 0 137.589996
1987-12-29 137.59 137.65 136.87 137.070007 0 137.070007
1987-12-30 137.07 138.82 137.07 138.820007 0 138.820007
1987-12-31 138.82 138.82 137.55 138.679993 0 138.679993
1988-01-04 138.68 143.32 138.68 143.199997 0 143.199997
1988-01-05 143.2 146.32 143.2 144.929993 0 144.929993
1988-01-06 144.93 145.59 144.37 145.289993 0 145.289993
1988-01-07 145.29 146.39 143.99 146.350006 0 146.350006
1988-01-08 146.35 146.35 137.68 137.779999 0 137.779999
1988-01-11 137.78 139.23 136.27 139.229996 0 139.229996
1988-01-12 139.23 139.23 135.72 138.009995 0 138.009995
1988-01-13 138.01 139.72 136.24 138.279999 0 138.279999
1988-01-14 138.28 138.93 137.6 138.389999 0 138.389999
1988-01-15 138.39 142.29 138.39 141.589996 0 141.589996
1988-01-18 141.59 142.03 140.83 141.679993 0 141.679993
1988-01-19 141.68 142.31 140.34 140.639999 0 140.639999
1988-01-20 140.64 140.64 136.49 137.160004 0 137.160004
1988-01-21 137.16 137.93 136.05 137.460007 0 137.460007
1988-01-22 137.46 139.19 137.46 139.190002 0 139.190002
1988-01-25 139.19 142.22 139.19 141.960007 0 141.960007
1988-01-26 141.96 141.96 140.6 140.789993 0 140.789993
1988-01-27 140.79 142.36 140.4 140.710007 0 140.710007
1988-01-28 140.71 142.75 140.71 142.639999 0 142.639999
1988-01-29 142.64 144.54 142.54 144.539993 0 144.539993
1988-02-01 144.54 145.27 143.88 143.949997 0 143.949997
1988-02-02 143.95 144.31 142.9 144.220001 0 144.220001
1988-02-03 144.22 144.9 142.01 142.639999 0 142.639999
1988-02-04 142.64 142.85 141.69 142.550003 0 142.550003
1988-02-05 142.55 143.36 142.11 142.139999 0 142.139999
1988-02-08 142.14 142.14 140.68 141.179993 0 141.179993
1988-02-09 141.18 142.33 140.98 142.330002 0 142.330002
1988-02-10 142.33 144.98 142.33 144.910004 0 144.910004
1988-02-11 144.91 145.57 144.42 144.759995 0 144.759995
1988-02-12 144.76 146.14 144.76 145.630005 0 145.630005
1988-02-16 145.63 146.65 145.1 146.649994 0 146.649994
1988-02-17 146.65 147.53 145.93 146.470001 0 146.470001
1988-02-18 146.47 146.68 145.52 145.919998 0 145.919998
1988-02-19 145.92 147.68 145.81 147.679993 0 147.679993
1988-02-22 147.68 149.76 147.37 149.619995 0 149.619995
1988-02-23 149.62 149.93 148.64 149.509995 0 149.509995
1988-02-24 149.51 150.19 149.08 149.490005 0 149.490005
1988-02-25 149.49 151.25 148.21 148.380005 0 148.380005
1988-02-26 148.38 148.95 148.24 148.75 0 148.75
1988-02-29 148.75 151.43 148.74 151.429993 0 151.429993
1988-03-01 151.43 151.58 150.45 151.229996 0 151.229996
1988-03-02 151.23 152.19 151.23 151.850006 0 151.850006
1988-03-03 151.85 152.2 151.49 151.979996 0 151.979996
1988-03-04 151.98 152.16 150.47 151.759995 0 151.759995
1988-03-07 151.76 151.96 151.14 151.869995 0 151.869995
1988-03-08 151.87 153.26 151.86 152.949997 0 152.949997
1988-03-09 152.95 153.73 152.88 152.949997 0 152.949997
1988-03-10 152.95 153.12 150.33 150.360001 0 150.360001
1988-03-11 150.36 150.71 148.96 150.699997 0 150.699997
1988-03-14 150.7 151.44 150.49 151.369995 0 151.369995
1988-03-15 151.37 151.45 150.72 151.300003 0 151.300003
1988-03-16 151.3 152.61 150.74 152.610001 0 152.610001
1988-03-17 152.61 154 152.61 154 0 154
1988-03-18 153.38 154.65 153.38 153.919998 0 153.919998
1988-03-21 153.93 153.93 152.01 152.690002 0 152.690002
1988-03-22 152.69 153.15 152.43 152.830002 0 152.830002
1988-03-23 152.83 153.33 152.49 153.029999 0 153.029999
1988-03-24 153.03 153.03 149.78 150.210007 0 150.210007
1988-03-25 150.21 150.27 147.65 147.839996 0 147.839996
1988-03-28 147.84 147.84 146.46 147.279999 0 147.279999
1988-03-29 147.28 148.72 147.28 148.389999 0 148.389999
1988-03-30 148.39 149.12 147.38 147.419998 0 147.419998
1988-03-31 147.42 147.97 146.45 147.970001 0 147.970001
1988-04-04 147.97 147.97 146.28 146.440002 0 146.440002
1988-04-05 146.44 147.53 146.41 147.529999 0 147.529999
1988-04-06 147.53 150.85 147.41 150.850006 0 150.850006
1988-04-07 150.85 151.76 150.8 151.360001 0 151.360001
1988-04-08 151.36 153.38 151.33 153.080002 0 153.080002
1988-04-11 153.08 153.59 152.77 153.529999 0 153.529999
1988-04-12 153.53 154.39 153.33 154.179993 0 154.179993
1988-04-13 154.18 154.32 153.08 154.210007 0 154.210007
1988-04-14 154.21 154.21 148.07 148.240005 0 148.240005
1988-04-15 148.24 148.35 146.14 148.070007 0 148.070007
1988-04-18 148.07 148.08 147.12 147.839996 0 147.839996
1988-04-19 147.84 149.43 147.35 147.369995 0 147.369995
1988-04-20 147.37 147.56 146.32 146.320007 0 146.320007
1988-04-21 146.32 148.22 145.69 146.350006 0 146.350006
1988-04-22 146.35 148.38 146.35 148.050003 0 148.050003
1988-04-25 148.05 149.56 148.05 149.160004 0 149.160004
1988-04-26 149.14 150.44 149.11 149.990005 0 149.990005
1988-04-27 149.99 150.54 149.81 150.029999 0 150.029999
1988-04-28 150.03 150.03 149.35 149.529999 0 149.529999
1988-04-29 149.53 149.53 148.29 149.139999 0 149.139999
1988-05-02 149.14 149.17 148.44 149.169998 0 149.169998
1988-05-03 149.17 150.23 149.16 149.919998 0 149.919998
1988-05-04 149.92 150.07 148.74 148.75 0 148.75
1988-05-05 148.75 148.75 147.65 147.970001 0 147.970001
1988-05-06 147.97 148.66 147.17 147.350006 0 147.350006
1988-05-09 147.35 147.56 146.19 146.679993 0 146.679993
1988-05-10 146.68 147.41 146.29 147.050003 0 147.050003
1988-05-11 147.05 147.05 144.25 144.720001 0 144.720001
1988-05-12 144.71 145.52 144.71 145.089996 0 145.089996
1988-05-13 145.09 146.57 145.09 146.570007 0 146.570007
1988-05-16 146.57 147.43 146.32 147.429993 0 147.429993
1988-05-17 147.43 148.33 145.98 146 0 146
1988-05-18 146 146.02 143.66 143.839996 0 143.839996
1988-05-19 143.84 144.26 142.47 144.259995 0 144.259995
1988-05-20 144.26 144.81 143.95 144.509995 0 144.509995
1988-05-23 144.51 144.52 142.77 143.369995 0 143.369995
1988-05-24 143.37 144.66 143.37 144.660004 0 144.660004
1988-05-25 144.66 145.62 144.65 144.940002 0 144.940002
1988-05-26 144.94 145.52 144.84 145.460007 0 145.460007
1988-05-27 145.46 145.46 144.62 144.919998 0 144.919998
1988-05-31 144.92 149.09 144.92 149.089996 0 149.089996
1988-06-01 149.09 151.77 149.09 151.550003 0 151.550003
1988-06-02 151.55 151.57 150.35 150.899994 0 150.899994
1988-06-03 150.9 151.81 150.53 151.580002 0 151.580002
1988-06-06 151.58 151.95 150.94 151.949997 0 151.949997
1988-06-07 151.95 152.12 150.93 151.169998 0 151.169998
1988-06-08 151.17 154.47 151.17 154.279999 0 154.279999
1988-06-09 154.29 154.69 153.72 153.860001 0 153.860001
1988-06-10 153.86 155.28 153.85 154.429993 0 154.429993
1988-06-13 154.43 154.75 154.11 154.539993 0 154.539993
1988-06-14 154.54 156.78 154.54 156 0 156
1988-06-15 156 156.16 155.34 156.160004 0 156.160004
1988-06-16 156.16 156.16 153.57 154 0 154
1988-06-17 154 154.45 153.29 154.320007 0 154.320007
1988-06-20 154.32 154.32 153.31 153.509995 0 153.509995
1988-06-21 153.51 154.81 152.9 154.809998 0 154.809998
1988-06-22 154.81 157.41 154.81 156.869995 0 156.869995
1988-06-23 156.87 157.06 156.37 156.649994 0 156.649994
1988-06-24 156.65 156.84 156.16 156.289993 0 156.289993
1988-06-27 156.29 156.29 154.03 154.119995 0 154.119995
1988-06-28 154.12 155.8 154.08 155.649994 0 155.649994
1988-06-29 155.65 156.08 154.4 155.080002 0 155.080002
1988-06-30 155.08 156.52 155.08 156.520004 0 156.520004
1988-07-01 156.52 156.65 155.38 155.820007 0 155.820007
1988-07-05 155.82 157.58 155.18 157.580002 0 157.580002
1988-07-06 157.58 157.86 154.99 155.860001 0 155.860001
1988-07-07 155.86 155.86 154.57 155.699997 0 155.699997
1988-07-08 155.7 155.9 154.81 154.910004 0 154.910004
1988-07-11 154.91 155.59 154.91 155.110001 0 155.110001
1988-07-12 155.11 155.21 153.42 153.820007 0 153.820007
1988-07-13 153.82 154.51 152.98 154.449997 0 154.449997
1988-07-14 154.45 155.04 154.17 154.929993 0 154.929993
1988-07-15 154.93 155.72 154.63 155.720001 0 155.720001
1988-07-18 155.72 155.72 154.16 155 0 155
1988-07-19 155 155.25 153.22 153.850006 0 153.850006
1988-07-20 153.85 154.57 153.85 154.5 0 154.5
1988-07-21 154.5 154.5 152.84 152.850006 0 152.850006
1988-07-22 152.85 152.85 151.17 151.279999 0 151.279999
1988-07-25 151.28 151.97 151.03 151.759995 0 151.759995
1988-07-26 151.76 152.35 151.59 152 0 152
1988-07-27 152 152.26 150.63 150.649994 0 150.649994
1988-07-28 150.65 152.39 150.63 152.240005 0 152.240005
1988-07-29 152.24 155.08 152.24 155.080002 0 155.080002
1988-08-01 155.08 155.52 154.8 155.320007 0 155.320007
1988-08-02 155.32 155.98 154.49 155.320007 0 155.320007
1988-08-03 155.32 155.97 154.9 155.809998 0 155.809998
1988-08-04 155.81 156.37 155.36 155.399994 0 155.399994
1988-08-05 155.4 155.4 154.48 154.940002 0 154.940002
1988-08-08 154.94 155.49 154.37 154.389999 0 154.389999
1988-08-09 154.39 154.47 151.91 152.539993 0 152.539993
1988-08-10 152.54 152.54 149.74 150.039993 0 150.039993
1988-08-11 150.04 150.48 149.33 150.410004 0 150.410004
1988-08-12 150.41 150.44 149.75 150.300003 0 150.300003
1988-08-15 150.3 150.3 148.28 148.289993 0 148.289993
1988-08-16 148.29 150.09 147.61 149.240005 0 149.240005
1988-08-17 149.24 149.89 148.73 149.380005 0 149.380005
1988-08-18 149.38 150.33 149.38 149.589996 0 149.589996
1988-08-19 149.59 150.18 149.3 149.300003 0 149.300003
1988-08-22 149.3 149.5 147.61 147.639999 0 147.639999
1988-08-23 147.64 147.97 147.39 147.649994 0 147.649994
1988-08-24 147.65 149.58 147.65 149.580002 0 149.580002
1988-08-25 149.58 149.58 147.9 148.630005 0 148.630005
1988-08-26 148.62 149.05 148.51 148.889999 0 148.889999
1988-08-29 148.9 150.32 148.89 150.229996 0 150.229996
1988-08-30 150.23 150.6 149.88 150.389999 0 150.389999
1988-08-31 150.39 150.99 149.88 150.059998 0 150.059998
1988-09-01 150.06 150.06 147.87 148.410004 0 148.410004
1988-09-02 148.41 151.46 148.41 151.309998 0 151.309998
1988-09-06 151.31 152.42 151.25 152.320007 0 152.320007
1988-09-07 151.86 152.56 151.64 152.080002 0 152.080002
1988-09-08 152.08 152.44 151.64 152.279999 0 152.279999
1988-09-09 152.28 153.41 151.25 152.830002 0 152.830002
1988-09-12 152.83 153.23 152.57 152.669998 0 152.669998
1988-09-13 152.67 153.11 152.04 153.110001 0 153.110001
1988-09-14 153.11 154.09 153.11 154.059998 0 154.059998
1988-09-15 154.06 154.22 153.49 153.520004 0 153.520004
1988-09-16 153.52 154.74 153.23 154.710007 0 154.710007
1988-09-19 154.71 154.71 153.16 153.889999 0 153.889999
1988-09-20 153.89 154.42 153.78 154.360001 0 154.360001
1988-09-21 154.36 154.77 154.27 154.619995 0 154.619995
1988-09-22 154.62 154.82 153.72 154.149994 0 154.149994
1988-09-23 154.15 154.63 153.73 154.440002 0 154.440002
1988-09-26 154.44 154.44 153.81 153.940002 0 153.940002
1988-09-27 153.94 154.12 153.52 153.630005 0 153.630005
1988-09-28 153.63 154.03 153.42 154.029999 0 154.029999
1988-09-29 154.03 155.93 154.03 155.779999 0 155.779999
1988-09-30 155.78 156.88 155.51 155.690002 0 155.690002
1988-10-03 155.69 155.7 154.08 155.199997 0 155.199997
1988-10-04 155.2 155.39 154.76 154.889999 0 154.889999
1988-10-05 154.89 155.76 154.61 155.529999 0 155.529999
1988-10-06 155.53 155.82 155.28 155.820007 0 155.820007
1988-10-07 155.82 158.45 155.81 158.449997 0 158.449997
1988-10-10 158.45 158.64 157.93 158.520004 0 158.520004
1988-10-11 158.52 158.52 157.59 158.369995 0 158.369995
1988-10-12 158.37 158.37 155.96 156.380005 0 156.380005
1988-10-13 156.39 157.18 156.07 156.949997 0 156.949997
1988-10-14 156.95 157.79 156.45 157.089996 0 157.089996
1988-10-17 157.08 157.54 156.86 157.470001 0 157.470001
1988-10-18 157.47 158.84 157.41 158.839996 0 158.839996
1988-10-19 158.84 159.42 156.72 157.740005 0 157.740005
1988-10-20 157.74 160.54 157.73 160.529999 0 160.529999
1988-10-21 160.52 160.86 159.74 160.860001 0 160.860001
1988-10-24 160.86 161 160.28 160.289993 0 160.289993
1988-10-25 160.29 160.44 160.01 160.25 0 160.25
1988-10-26 160.24 160.29 159.41 159.699997 0 159.699997
1988-10-27 159.7 159.7 156.94 157.539993 0 157.539993
1988-10-28 157.54 158.56 157.54 158.169998 0 158.169998
1988-10-31 158.17 158.36 157.47 158.360001 0 158.360001
1988-11-01 158.36 158.61 157.92 158.380005 0 158.380005
1988-11-02 158.38 158.54 157.47 158.320007 0 158.320007
1988-11-03 158.32 158.95 158.32 158.449997 0 158.449997
1988-11-04 158.45 158.45 157.1 157.100006 0 157.100006
1988-11-07 157.1 157.11 155.54 155.679993 0 155.679993
1988-11-08 155.68 156.58 155.68 156.330002 0 156.330002
1988-11-09 156.33 156.33 154.91 155.419998 0 155.419998
1988-11-10 155.42 155.87 155.28 155.600006 0 155.600006
1988-11-11 155.61 155.61 152.73 152.729996 0 152.729996
1988-11-14 152.73 153.3 152.07 152.470001 0 152.470001
1988-11-15 152.47 152.91 152.47 152.720001 0 152.720001
1988-11-16 152.72 152.76 149.89 150.320007 0 150.320007
1988-11-17 150.32 151.09 150.08 150.559998 0 150.559998
1988-11-18 150.56 151.46 150.56 151.429993 0 151.429993
1988-11-21 151.44 151.44 149.91 151.130005 0 151.130005
1988-11-22 151.13 151.79 150.69 151.550003 0 151.550003
1988-11-23 151.55 152.73 151.55 152.509995 0 152.509995
1988-11-25 152.51 152.51 151.27 151.630005 0 151.630005
1988-11-28 151.63 152.37 151.47 152.259995 0 152.259995
1988-11-29 152.26 153.56 152.06 153.460007 0 153.460007
1988-11-30 153.46 155.15 153.46 154.979996 0 154.979996
1988-12-01 154.98 154.99 154.42 154.610001 0 154.610001
1988-12-02 154.61 154.62 153.71 154.320007 0 154.320007
1988-12-05 154.33 156.07 154.33 155.759995 0 155.759995
1988-12-06 155.76 157.09 155.64 157.050003 0 157.050003
1988-12-07 157.05 157.7 156.95 157.360001 0 157.360001
1988-12-08 157.36 157.36 156.58 156.589996 0 156.589996
1988-12-09 156.59 157.12 156.52 156.809998 0 156.809998
1988-12-12 156.81 157.61 156.54 156.550003 0 156.550003
1988-12-13 156.55 156.55 155.65 156.410004 0 156.410004
1988-12-14 156.41 156.41 155.58 155.889999 0 155.889999
1988-12-15 155.89 156.03 155.32 155.440002 0 155.440002
1988-12-16 155.44 156.48 155.44 156.479996 0 156.479996
1988-12-19 156.48 157.74 156.14 157.639999 0 157.639999
1988-12-20 157.64 158.42 157.07 157.080002 0 157.080002
1988-12-21 157.08 157.19 156.51 156.990005 0 156.990005
1988-12-22 156.99 157.2 156.77 156.830002 0 156.830002
1988-12-23 156.83 157.42 156.83 157.389999 0 157.389999
1988-12-27 157.39 157.47 156.87 156.899994 0 156.899994
1988-12-28 156.9 157.19 156.62 157.119995 0 157.119995
1988-12-29 157.12 158.28 157.12 158.279999 0 158.279999
1988-12-30 158.28 158.46 157.76 157.809998 0 157.809998
1989-01-03 157.81 157.81 155.86 156.559998 0 156.559998
1989-01-04 156.56 158.76 156.56 158.669998 0 158.669998
1989-01-05 158.67 159.69 158.67 159 0 159
1989-01-06 159 160.04 159 159.470001 0 159.470001
1989-01-09 159.47 160.05 159.37 159.679993 0 159.679993
1989-01-10 159.68 159.95 158.97 159.380005 0 159.380005
1989-01-11 159.38 160.1 159.25 160.100006 0 160.100006
1989-01-12 160.1 161.3 160.09 160.699997 0 160.699997
1989-01-13 160.7 161.1 160.45 161.009995 0 161.009995
1989-01-16 161.01 161.53 160.96 161.220001 0 161.220001
1989-01-17 161.22 161.22 160.67 160.860001 0 160.860001
1989-01-18 160.86 162.49 160.49 162.369995 0 162.369995
1989-01-19 162.37 163.16 162.35 162.699997 0 162.699997
1989-01-20 162.7 162.76 162.16 162.570007 0 162.570007
1989-01-23 162.57 163.12 161.51 161.509995 0 161.509995
1989-01-24 161.51 163.35 161.51 163.339996 0 163.339996
1989-01-25 163.34 163.77 163.2 163.770004 0 163.770004
1989-01-26 163.77 165.41 163.3 165.119995 0 165.119995
1989-01-27 165.12 167.29 165.09 166.259995 0 166.259995
1989-01-30 166.26 166.89 166.17 166.889999 0 166.889999
1989-01-31 166.89 168.2 166.29 168.179993 0 168.179993
1989-02-01 168.18 168.67 167.7 168.160004 0 168.160004
1989-02-02 168.16 168.64 167.61 168.179993 0 168.179993
1989-02-03 168.18 168.61 167.86 168.330002 0 168.330002
1989-02-06 168.33 168.39 167.42 167.929993 0 167.929993
1989-02-07 167.93 170.15 167.81 169.839996 0 169.839996
1989-02-08 169.85 170.32 169.35 169.440002 0 169.440002
1989-02-09 169.44 169.45 167.58 167.919998 0 167.919998
1989-02-10 167.92 167.92 165.7 165.75 0 165.75
1989-02-13 165.75 166.09 165.06 165.869995 0 165.869995
1989-02-14 165.87 166.8 165.51 165.690002 0 165.690002
1989-02-15 165.69 166.97 165.56 166.970001 0 166.970001
1989-02-16 166.96 167.47 166.96 167.369995 0 167.369995
1989-02-17 167.37 168.45 167.35 168.339996 0 168.339996
1989-02-21 168.35 168.46 167.57 167.949997 0 167.949997
1989-02-22 167.95 167.95 165.34 165.460007 0 165.460007
1989-02-23 165.46 165.96 164.85 165.960007 0 165.960007
1989-02-24 165.96 165.96 163.6 163.610001 0 163.610001
1989-02-27 163.61 163.96 163.09 163.820007 0 163.820007
1989-02-28 163.82 164.58 163.81 164.350006 0 164.350006
1989-03-01 164.35 165.11 163.42 163.679993 0 163.679993
1989-03-02 163.68 165.27 163.68 165.130005 0 165.130005
1989-03-03 165.14 165.78 164.94 165.770004 0 165.770004
1989-03-06 165.78 167.46 165.78 167.460007 0 167.460007
1989-03-07 167.46 167.69 166.82 167.149994 0 167.149994
1989-03-08 167.15 167.98 166.99 167.300003 0 167.300003
1989-03-09 167.3 167.54 167.14 167.169998 0 167.169998
1989-03-10 167.17 167.17 166.13 166.720001 0 166.720001
1989-03-13 166.74 168.25 166.73 167.860001 0 167.860001
1989-03-14 167.86 168.3 167.53 167.75 0 167.75
1989-03-15 167.75 168.58 167.75 168.470001 0 168.470001
1989-03-16 168.48 170.09 168.48 169.919998 0 169.919998
1989-03-17 169.92 169.92 165.69 166.330002 0 166.330002
1989-03-20 166.35 166.35 164.23 164.800003 0 164.800003
1989-03-21 164.8 165.97 164.8 165.559998 0 165.559998
1989-03-22 165.56 165.61 164.84 165.130005 0 165.130005
1989-03-23 165.13 165.61 164.26 164.479996 0 164.479996
1989-03-27 164.45 165.12 164.07 165.119995 0 165.119995
1989-03-28 165.11 165.99 165.11 165.720001 0 165.720001
1989-03-29 165.72 166.24 165.68 166.139999 0 166.139999
1989-03-30 166.14 166.79 165.74 166.320007 0 166.320007
1989-03-31 166.32 167.62 166.32 167.619995 0 167.619995
1989-04-03 167.62 168.65 167.52 168.449997 0 168.449997
1989-04-04 168.45 168.45 167.66 167.949997 0 167.949997
1989-04-05 167.95 168.52 167.94 168.479996 0 168.479996
1989-04-06 168.47 168.47 167.65 168.080002 0 168.080002
1989-04-07 168.07 169.21 167.66 169.059998 0 169.059998
1989-04-10 169.06 169.46 168.92 169.059998 0 169.059998
1989-04-11 169.06 169.95 169.06 169.800003 0 169.800003
1989-04-12 169.81 170.41 169.81 170.160004 0 170.160004
1989-04-13 170.16 170.17 168.82 168.869995 0 168.869995
1989-04-14 168.87 171.51 168.87 171.220001 0 171.220001
1989-04-17 171.22 171.5 170.93 171.399994 0 171.399994
1989-04-18 171.4 173.5 171.4 173.440002 0 173.440002
1989-04-19 173.44 174.25 173.17 174.059998 0 174.059998
1989-04-20 174.06 174.48 172.86 173.679993 0 173.679993
1989-04-21 173.68 175.24 173.68 175.240005 0 175.240005
1989-04-24 175.24 175.24 174.45 174.850006 0 174.850006
1989-04-25 174.85 175.3 174.04 174.039993 0 174.039993
1989-04-26 174.04 174.34 173.75 174.229996 0 174.229996
1989-04-27 174.23 175.91 174.23 175.559998 0 175.559998
1989-04-28 175.56 175.73 175.09 175.729996 0 175.729996
1989-05-01 175.74 175.74 174.63 175.5 0 175.5
1989-05-02 175.5 176.12 175.13 175.130005 0 175.130005
1989-05-03 175.13 175.36 174.7 175.220001 0 175.220001
1989-05-04 175.22 175.4 174.88 175.110001 0 175.110001
1989-05-05 175.11 176.56 174.92 175.160004 0 175.160004
1989-05-08 175.16 175.16 173.75 174.309998 0 174.309998
1989-05-09 174.31 174.78 173.37 173.910004 0 173.910004
1989-05-10 173.92 174.36 173.75 174.229996 0 174.229996
1989-05-11 174.23 174.94 174.23 174.820007 0 174.820007
1989-05-12 174.82 178.17 174.82 178.169998 0 178.169998
1989-05-15 178.17 179.33 178.17 179.330002 0 179.330002
1989-05-16 179.33 179.33 178.82 179.009995 0 179.009995
1989-05-17 179.01 180.43 179.01 180.229996 0 180.229996
1989-05-18 180.23 180.78 179.83 180.610001 0 180.610001
1989-05-19 180.61 182.27 180.61 182.199997 0 182.199997
1989-05-22 182.2 183.13 181.9 182.600006 0 182.600006
1989-05-23 182.6 182.6 180.89 180.919998 0 180.919998
1989-05-24 180.93 181.33 180.54 181.320007 0 181.320007
1989-05-25 181.33 181.64 181 181.470001 0 181.470001
1989-05-26 181.47 182.75 181.47 182.75 0 182.75
1989-05-30 182.75 183.25 181.12 181.669998 0 181.669998
1989-05-31 181.67 182.77 181.52 181.669998 0 181.669998
1989-06-01 182.46 183.54 182.24 183.339996 0 183.339996
1989-06-02 183.3 185.2 183.3 185.190002 0 185.190002
1989-06-05 185.19 185.34 183.51 183.509995 0 183.509995
1989-06-06 183.51 184.57 183.11 184.419998 0 184.419998
1989-06-07 184.42 186.1 184.42 185.960007 0 185.960007
1989-06-08 184.43 186.25 184.43 185.990005 0 185.990005
1989-06-09 186.01 186.18 185.23 185.949997 0 185.949997
1989-06-12 185.95 185.95 184.57 185.720001 0 185.720001
1989-06-13 185.73 185.73 184.04 184.509995 0 184.509995
1989-06-14 184.51 184.97 183.99 184.399994 0 184.399994
1989-06-15 184.4 184.41 182.07 182.440002 0 182.440002
1989-06-16 182.46 183.04 181.85 183.039993 0 183.039993
1989-06-19 183.04 183.17 182.47 183.149994 0 183.149994
1989-06-20 183.15 183.58 182.76 182.839996 0 182.839996
